BLDG ID, STREET ADDRESS, ZIP CODE, LAST REG, RC COUNT, DOCKET NO, CASE TYPE, CASE STATUS, FILING DATE, CLOSING DATE, CLOSE CODE, STAFF ID, MCI ITEM, CLAIM COST, ALLOW COST, WK BEG DT
333781, 231 WYCKOFF AVE BROOKLYN NY, 11237, 2020, 0, HS210009OM, OM, CLOSED, 07/17/2019, 11/20/2020, GP, M66, BOILER/HOTWATER TANK, 16200.00, 15590.04, 08/22/2018
359426, 265 WYCKOFF AVE BROOKLYN NY, 11237, 2018, 0, CV220035X, X, CLOSED, 10/20/2014, 03/31/2015, CW, RX-00002-15
318725, 96 WYCKOFF ST BROOKLYN NY, 11201, 2020, 0, GR210073OM, OM, OPEN, 06/26/2018, N/A, NONE, MEM1, ELECTRICAL UPGRADE, 60400.00, 0, 04/12/2016
318725, 96 WYCKOFF ST BROOKLYN NY, 11201, 2020, 0, GR210075OM, OM, OPEN, 06/26/2018, N/A, NONE, MPB, NEW BOILER/HEATER, 88500.00, 0, 05/01/2016
318725, 96 WYCKOFF ST BROOKLYN NY, 11201, 2020, 0, GR210076OM, OM, CLOSED, 06/26/2018, 05/28/2019, GR, A1A99, NEW ROOF, 27575.00, 27575.00, 09/01/2017
318725, 96 WYCKOFF ST BROOKLYN NY, 11201, 2020, 0, GR210077OM, OM, OPEN, 06/26/2018, N/A, GR, MSA, POINTNG & WATERPROOF, 85000.00, 0, 08/05/2016
318725, 96 WYCKOFF ST BROOKLYN NY, 11201, 2020, 0, GR210078OM, OM, CLOSED, 06/26/2018, 05/20/2019, GP, A1A99, VESTIBULE DOORS, 25000.00, 14000.00, 01/11/2017
342893, 457 WYONA ST BROOKLYN NY, 11207, 2019, 0, HU210013OM, OM, OPEN, 09/30/2019, N/A, NONE, MRK1, REPLACED WONDOWS, 31233.21, 0, 12/20/2017
301372, 93 1ST PL BROOKLYN NY, 11231, 2006, 0, YH220009OM, OM, CLOSED, 08/06/2010, 05/04/2011, GR, RXX-000803-19, CEMENT REAR BLDG., 21600.00, 21600.00, 04/06/2010
301372, 93 1ST PL BROOKLYN NY, 11231, 2006, 0, ZH220051OM, OM, CLOSED, 08/30/2011, 10/17/2011, DE, RISF-00069-13, POINTNG & WATERPROOF, 24000.00, 0, 05/06/2011
301372, 93 1ST PL BROOKLYN NY, 11231, 2006, 0, BM220036OM, OM, CLOSED, 01/23/2013, 03/13/2013, DE, ROM-00021-13, PAINT FIRE ESCAPES, 2700.00, 0, 05/23/2012
301372, 93 1ST PL BROOKLYN NY, 11231, 2006, 0, BM220036OM, OM, CLOSED, 01/23/2013, 03/13/2013, DE, ROM-00021-13, SEAL BLDG./EXTENSION, 6800.00, 0, 05/23/2012
306339, 122 1ST PL BROOKLYN NY, 11231, NR, 0, YC210025X, X, CLOSED, 03/08/2010, 03/08/2010, CW, RXX-000811-18
311637, 298 1ST ST BROOKLYN NY, 11215, 2020, 0, YH210070X, X, CLOSED, 08/24/2010, 03/01/2011, GP, RXX-000104-20
311637, 298 1ST ST BROOKLYN NY, 11215, 2020, 0, BX210044OM, OM, CLOSED, 12/18/2013, 07/16/2014, GP, ROM-00037-14, BOILER/BURNER, 12300.00, 11810.00, 07/31/2012
311637, 298 1ST ST BROOKLYN NY, 11215, 2020, 0, BX210044OM, OM, CLOSED, 12/18/2013, 07/16/2014, GP, ROM-00037-14, HEAT COMPUTER, 5500.00, 5500.00, 11/05/2012
342732, 325 1ST ST BROOKLYN NY, 11215, 2020, 0, AP230026OM, OM, CLOSED, 04/12/2012, 05/15/2013, GR, ROM-00033-13, NEW ROOF, 24650.00, 24650.00, 04/01/2010
342732, 325 1ST ST BROOKLYN NY, 11215, 2020, 0, CT230036OM, OM, CLOSED, 08/27/2014, 12/10/2014, GP, ROM-00080-14, BOILER, 53913.00, 53160.00, 11/23/2011
301443, 392 1ST ST BROOKLYN NY, 11215, 2020, 0, YJ210045OM, OM, CLOSED, 10/13/2010, 03/04/2011, DE, RISF-00053-14, WATER MAIN, 5800.00, 0, 04/05/2010
300634, 397 1ST ST BROOKLYN NY, 11215, 2017, 0, EN210037X, X, CLOSED, 02/16/2016, 02/23/2016, CW, RX-00001-16
322146, 437 1ST ST BROOKLYN NY, 11215, 2020, 0, XF210057OM, OM, CLOSED, 06/22/2009, 03/12/2010, GR, RXX-000915-18, NEW ROOF, 31205.00, 31205.00, 12/29/2008
316196, 441 1ST ST BROOKLYN NY, 11215, 2002, 0, XB220047OM, OM, CLOSED, 02/13/2009, 01/28/2010, GP, RXX-000915-18, DRAIN |  CELLAR |  FLOOR, 3000.00, 0.00, 07/15/2008
316196, 441 1ST ST BROOKLYN NY, 11215, 2002, 0, XB220047OM, OM, CLOSED, 02/13/2009, 01/28/2010, GP, RXX-000915-18, ENTRY DOOR & FRAME, 2500.00, 0.00, 07/15/2008
316196, 441 1ST ST BROOKLYN NY, 11215, 2002, 0, XB220047OM, OM, CLOSED, 02/13/2009, 01/28/2010, GP, RXX-000915-18, HOT WATER HEATER, 2695.00, 2695.00, 09/16/2008
316196, 441 1ST ST BROOKLYN NY, 11215, 2002, 0, XB220047OM, OM, CLOSED, 02/13/2009, 01/28/2010, GP, RXX-000915-18, NEW ROOF, 2600.00, 0.00, 08/10/2007
316196, 441 1ST ST BROOKLYN NY, 11215, 2002, 0, XB220103OM, OM, CLOSED, 02/25/2009, 01/28/2010, DE, RXX-000915-18, MASTER VENTING, 2500.00, 0, 10/14/2008
316196, 441 1ST ST BROOKLYN NY, 11215, 2002, 0, AT220060OM, OM, CLOSED, 08/22/2012, 03/28/2013, GR, ROM-00020-13, ROOF/ROOF CUT DOWN, 21000.00, 21000.00, 07/05/2012
307571, 4420 10TH AVE BROOKLYN NY, 11219, 2013, 0, XD210117OM, OM, CLOSED, 04/24/2009, 06/25/2010, GR, RXX-000915-18, BOILER/BURNER, 13150.00, 13150.00, 07/26/2007
300177, 4519 10TH AVE BROOKLYN NY, 11219, 2020, 0, ZD210008OM, OM, CLOSED, 04/06/2011, 09/08/2011, GR, RXA-000810-19, NEW ROOF, 3600.00, 3600.00, 03/29/2011
300177, 4519 10TH AVE BROOKLYN NY, 11219, 2020, 0, BS210082OM, OM, CLOSED, 07/31/2013, 10/11/2013, GR, ROM-00066-13, 2 HOT WATER HEATERS, 2300.00, 2300.00, 07/22/2013
353046, 6624 10TH AVE BROOKLYN NY, 11219, 2020, 1, YB230091OM, OM, CLOSED, 02/09/2010, 11/15/2010, GR, RISF-00055-14, NEW BOILER, 35800.00, 35800.00, 12/12/2007
353046, 6624 10TH AVE BROOKLYN NY, 11219, 2020, 1, YB230091OM, OM, CLOSED, 02/09/2010, 11/15/2010, GR, RISF-00055-14, NEW GAS LINE, 5800.00, 5800.00, 01/28/2008
374115, 343 10TH ST BROOKLYN NY, 11215, 2020, 0, XH210216OM, OM, CLOSED, 08/14/2009, 08/14/2013, GP, A66, BOILER/BURNER, 565000.00, 525000.00, 01/26/2006
374115, 343 10TH ST BROOKLYN NY, 11215, 2020, 0, XH210216OM, OM, CLOSED, 08/14/2009, 08/14/2013, GP, A66, ELEVATOR, 327000.00, 314888.00, 11/09/2007
374115, 343 10TH ST BROOKLYN NY, 11215, 2020, 0, XH210216OM, OM, CLOSED, 08/14/2009, 08/14/2013, GP, A66, HALLWAY RENOVATIONS, 558000.00, 47025.00, 06/07/2007
7606610, 401 10TH ST BROOKLYN NY, 11215, NR, 0, CV210074X, X, CLOSED, 10/23/2014, 11/26/2014, CW, RX-00009-14
301038, 301 100TH ST BROOKLYN NY, 11209, 2020, 1, VL230003X, X, CLOSED, 12/04/2007, 01/04/2010, GR, RXX-000811-18
301038, 301 100TH ST BROOKLYN NY, 11209, 2020, 1, XC230014X, X, CLOSED, 03/09/2009, 02/26/2014, GR, RX-00003-14
301038, 301 100TH ST BROOKLYN NY, 11209, 2020, 1, CN230020X, X, CLOSED, 02/11/2014, 02/25/2014, VO, R99
327402, 1661 11TH AVE BROOKLYN NY, 11215, 2020, 0, GR230097OM, OM, CLOSED, 06/19/2018, 04/22/2019, GP, ROM-00023-19, BOILER/BURNER, 86347.45, 77215.45, 08/09/2017
327402, 1661 11TH AVE BROOKLYN NY, 11215, 2020, 0, GR230097OM, OM, CLOSED, 06/19/2018, 04/22/2019, GP, ROM-00023-19, RELATED TO BOILER, 8855.00, 2373.94, 02/08/2017
346791, 7402 11TH AVE BROOKLYN NY, 11228, 2020, 0, AS210024OM, OM, CLOSED, 07/03/2012, 01/29/2013, GR, ROM-00004-13, WINDOWS, 22800.00, 22800.00, 07/20/2010
346791, 7402 11TH AVE BROOKLYN NY, 11228, 2020, 0, BS210031OM, OM, CLOSED, 07/09/2013, 10/15/2013, GP, ROM-00066-13, BOILER/WATER HEATERS, 15714.00, 14356.90, 06/20/2012
353683, 352 11TH ST BROOKLYN NY, 11215, 2020, 0, YK210063OM, OM, CLOSED, 11/22/2010, 02/09/2012, DE, ROM-00009-12, NEW ROOF, 6000.00, 0, 11/06/2010
353683, 352 11TH ST BROOKLYN NY, 11215, 2020, 0, YK210063OM, OM, CLOSED, 11/22/2010, 02/09/2012, DE, ROM-00009-12, FIRE ESCAPE/PAINTED, 1350.00, 0, 11/09/2010
326566, 496 11TH ST BROOKLYN NY, 11215, 2020, 0, BX230001OM, OM, CLOSED, 12/02/2013, 04/15/2014, GR, ROM-00018-14, NEW ROOF, 11800.00, 11800.00, 11/07/2013
326566, 496 11TH ST BROOKLYN NY, 11215, 2020, 0, CX230032OM, OM, CLOSED, 12/15/2014, 07/31/2015, GR, ROM-00040-15, TREADS/RISERS/FLOORS, 8900.00, 8900.00, 11/11/2014
326566, 496 11TH ST BROOKLYN NY, 11215, 2020, 0, EQ230041OM, OM, CLOSED, 05/04/2016, 08/05/2016, DE, RRO-00009-18, NEW CONCRETE YARDS, 4500.00, 0, 08/08/2015
326566, 496 11TH ST BROOKLYN NY, 11215, 2020, 0, EQ230043OM, OM, CLOSED, 05/04/2016, 08/04/2016, DE, RRO-00010-18, STOOP/STEPS+WALL, 6150.00, 0, 11/24/2014
301026, 2 12TH AVE BROOKLYN NY, 11218, 2020, 0, EV210020OM, OM, CLOSED, 10/24/2016, 02/07/2017, GP, ROM-00015-17, EXT FACADE RESTORED, 125000.00, 122414.60, 08/26/2014
306463, 4102 12TH AVE BROOKLYN NY, 11219, 2020, 0, AT210053X, X, CLOSED, 08/03/2012, 08/22/2012, CW, RX-00012-12
307404, 4515 12TH AVE BROOKLYN NY, 11219, 2018, 3, CQ230083OM, OM, CLOSED, 05/20/2014, 02/02/2015, GP, ROM-00008-15, ELEVATOR UPGRADING, 192000.00, 189643.90, 10/12/2011
307404, 4515 12TH AVE BROOKLYN NY, 11219, 2018, 3, FQ230005X, X, CLOSED, 05/25/2017, 05/31/2017, GR, RX-00004-17
383663, 4917 12TH AVE BROOKLYN NY, 11219, 2013, 0, DO220009X, X, CLOSED, 03/03/2015, 04/13/2015, CW, RX-00002-15
315196, 5010 12TH AVE BROOKLYN NY, 11219, 2020, 0, DX230029OM, OM, CLOSED, 12/15/2015, 07/12/2016, GP, ROM-00072-16, BOILER/BURNER, 146940.00, 146122.00, 09/16/2014
315196, 5010 12TH AVE BROOKLYN NY, 11219, 2020, 0, FU210026X, X, CLOSED, 09/28/2017, 09/29/2017, GP, RX-00005-17
380624, 5016 12TH AVE BROOKLYN NY, 11219, 2020, 0, YD210043X, X, CLOSED, 04/06/2010, 04/21/2010, CW, RXX-000811-18
380624, 5016 12TH AVE BROOKLYN NY, 11219, 2020, 0, YI210072X, X, CLOSED, 09/14/2010, 12/29/2010, CW, RXX-000811-18
380624, 5016 12TH AVE BROOKLYN NY, 11219, 2020, 0, FU210031X, X, CLOSED, 09/29/2017, 10/02/2017, GP, RX-00006-17
300519, 254 12TH ST BROOKLYN NY, 11215, 2020, 2, XE230019OM, OM, CLOSED, 05/12/2009, 09/20/2010, GP, RXX-000922-18, RESURFACE COURTYARD, 20337.00, 16837.00, 11/26/2007
300519, 254 12TH ST BROOKLYN NY, 11215, 2020, 2, XE230019OM, OM, CLOSED, 05/12/2009, 09/20/2010, GP, RXX-000922-18, GARBAGE ENCLOSURES, 7600.00, 0.00, 10/29/2007
300519, 254 12TH ST BROOKLYN NY, 11215, 2020, 2, XE230019OM, OM, CLOSED, 05/12/2009, 09/20/2010, GP, RXX-000922-18, BLDG.ENTRANCE DOOR, 4650.00, 4650.00, 09/28/2007
300519, 254 12TH ST BROOKLYN NY, 11215, 2020, 2, XE230019OM, OM, CLOSED, 05/12/2009, 09/20/2010, GP, RXX-000922-18, NEW ROOF, 83000.00, 83000.00, 06/04/2007
300519, 254 12TH ST BROOKLYN NY, 11215, 2020, 2, XE230019OM, OM, CLOSED, 05/12/2009, 09/20/2010, GP, RXX-000922-18, EXTERIOR WORK, 100700.00, 94500.00, 06/04/2007
300519, 254 12TH ST BROOKLYN NY, 11215, 2020, 2, XE230019OM, OM, CLOSED, 05/12/2009, 09/20/2010, GP, RXX-000922-18, INTERCOM PANEL, 2500.00, 0.00, 09/28/2007
353908, 262 12TH ST BROOKLYN NY, 11215, 2020, 0, ZL210073OM, OM, CLOSED, 12/28/2011, 02/07/2013, GR, ROM-00011-13, BOILER/WATER HEATERS, 13300.00, 13300.00, 07/01/2010
353908, 262 12TH ST BROOKLYN NY, 11215, 2020, 0, ZL210073OM, OM, CLOSED, 12/28/2011, 02/07/2013, GR, ROM-00011-13, POINTNG & WATERPROOF, 15900.00, 15900.00, 09/26/2011
332379, 300 12TH ST BROOKLYN NY, 11215, 2020, 0, XD230053OM, OM, CLOSED, 04/14/2009, 06/10/2011, GR, RXX-000803-19, BOILER/BURNER, 45000.00, 45000.00, 11/10/2007
332379, 300 12TH ST BROOKLYN NY, 11215, 2020, 0, XD230053OM, OM, CLOSED, 04/14/2009, 06/10/2011, GR, RXX-000803-19, ASBESTOS REMOVAL, 4923.75, 4923.75, 07/06/2007
332379, 300 12TH ST BROOKLYN NY, 11215, 2020, 0, XD230053OM, OM, CLOSED, 04/14/2009, 06/10/2011, GR, RXX-000803-19, ASBESTOS MONITORING, 485.52, 485.52, 07/06/2007
332379, 300 12TH ST BROOKLYN NY, 11215, 2020, 0, XD230056OM, OM, CLOSED, 04/15/2009, 01/13/2010, GP, RISF-00034-12, EXTERIOR WORK, 48500.00, 42300.00, 05/23/2007
332379, 300 12TH ST BROOKLYN NY, 11215, 2020, 0, XD230056OM, OM, CLOSED, 04/15/2009, 01/13/2010, GP, RISF-00034-12, NEW ROOF, 18000.00, 18000.00, 05/23/2007
332379, 300 12TH ST BROOKLYN NY, 11215, 2020, 0, XD230056OM, OM, CLOSED, 04/15/2009, 01/13/2010, GP, RISF-00034-12, GARBAGE ENCLOSURES, 10600.00, 0.00, 10/29/2007
332379, 300 12TH ST BROOKLYN NY, 11215, 2020, 0, XD230056OM, OM, CLOSED, 04/15/2009, 01/13/2010, GP, RISF-00034-12, INTERCOM SYSTEM, 2100.00, 0.00, 09/28/2007
332379, 300 12TH ST BROOKLYN NY, 11215, 2020, 0, XD230056OM, OM, CLOSED, 04/15/2009, 01/13/2010, GP, RISF-00034-12, BUILDING ENTRANCE, 4650.00, 4650.00, 09/28/2007
332379, 300 12TH ST BROOKLYN NY, 11215, 2020, 0, GX230119OM, OM, OPEN, 12/26/2018, N/A, GP, MDT2, REPIPING, 93143.00, 0, 05/30/2017
316449, 356 12TH ST BROOKLYN NY, 11215, 2006, 0, BR210069X, X, CLOSED, 06/21/2013, 07/16/2013, CW, RX-00006-13
312700, 361 12TH ST BROOKLYN NY, 11215, NR, 0, YB210045X, X, CLOSED, 02/23/2010, 02/23/2010, CW, RXX-000811-18
350602, 511 12TH ST BROOKLYN NY, 11215, NR, 0, AP210023X, X, CLOSED, 04/13/2012, 04/13/2012, CW, RX-00002-12
310351, 299 13TH ST BROOKLYN NY, 11215, NR, 0, CV230064X, X, CLOSED, 10/22/2014, 10/22/2014, CW, RX-00008-14
338272, 243 13TH ST BROOKLYN NY, 11215, 2020, 0, EW210043OM, OM, CLOSED, 11/14/2016, 03/09/2017, GR, ROM-00022-17, BUILDING WIDE WINDOW, 75250.00, 75250.00, 07/10/2015
354386, 249 13TH ST BROOKLYN NY, 11215, 2020, 1, EW210066OM, OM, CLOSED, 11/14/2016, 03/20/2017, GR, ROM-00022-17, WINDOWS, 75250.00, 75250.00, 07/10/2015
333264, 351 13TH ST BROOKLYN NY, 11215, 2020, 0, YE210034OM, OM, CLOSED, 05/26/2010, 12/09/2010, GP, RXX-000922-18, NEW WINDOWS, 14330.00, 14330.00, 06/25/2008
333264, 351 13TH ST BROOKLYN NY, 11215, 2020, 0, YE210034OM, OM, CLOSED, 05/26/2010, 12/09/2010, GP, RXX-000922-18, ENTRANCE/CELLAR DOOR, 13000.00, 13000.00, 09/15/2008
333264, 351 13TH ST BROOKLYN NY, 11215, 2020, 0, YE210034OM, OM, CLOSED, 05/26/2010, 12/09/2010, GP, RXX-000922-18, MAILBOXES, 2100.00, 0.00, 07/25/2009
329077, 3403 14TH AVE BROOKLYN NY, 11218, 2020, 0, FW210054OM, OM, CLOSED, 11/14/2017, 11/02/2018, GP, ROM-00096-18, TV/SECURITY SYSTEM, 5500.00, 5500.00, 11/06/2015
329077, 3403 14TH AVE BROOKLYN NY, 11218, 2020, 0, FW210054OM, OM, CLOSED, 11/14/2017, 11/02/2018, GP, ROM-00096-18, BOILER CONTROL SYS., 8876.00, 0.00, 11/15/2015
329077, 3403 14TH AVE BROOKLYN NY, 11218, 2020, 0, FW210054OM, OM, CLOSED, 11/14/2017, 11/02/2018, GP, ROM-00096-18, CONCRETE COURTYARDS, 24467.00, 5784.00, 11/15/2015
329077, 3403 14TH AVE BROOKLYN NY, 11218, 2020, 0, GM230067OM, OM, CLOSED, 01/23/2018, 05/10/2019, GP, ROM-00035-19, ENT/VESTIBULE DOORS, 20000.00, 20000.00, 12/05/2016
329077, 3403 14TH AVE BROOKLYN NY, 11218, 2020, 0, GM230067OM, OM, CLOSED, 01/23/2018, 05/10/2019, GP, ROM-00035-19, DOOR CONTROL SYSTEM, 4795.00, 4795.00, 01/26/2017
329077, 3403 14TH AVE BROOKLYN NY, 11218, 2020, 0, GM230067OM, OM, CLOSED, 01/23/2018, 05/10/2019, GP, ROM-00035-19, HALL/FLOORNG RESTORE, 106000.00, 33000.00, 01/25/2016
329077, 3403 14TH AVE BROOKLYN NY, 11218, 2020, 0, IW210014OM, OM, OPEN, 11/17/2020, N/A, GP, MTN, POINTING/LINTELS, 53375.00, 0, 03/08/2019
310525, 4600 14TH AVE BROOKLYN NY, 11219, 2006, 3, FS230006X, X, CLOSED, 07/06/2017, 07/06/2017, CW, RX-00004-17
308455, 4716 14TH AVE BROOKLYN NY, 11219, 2020, 1, YL230064OM, OM, CLOSED, 12/30/2010, 06/29/2011, GR, RXX-000803-19, POINTNG & WATERPROOF, 61500.00, 61500.00, 07/10/2008
308455, 4716 14TH AVE BROOKLYN NY, 11219, 2020, 1, ZH230069OM, OM, CLOSED, 08/24/2011, 11/30/2011, GP, RXA-000810-19, ELEVATOR UPGRADING, 41000.00, 40835.00, 05/04/2009
308455, 4716 14TH AVE BROOKLYN NY, 11219, 2020, 1, BM230003X, X, CLOSED, 01/03/2013, 01/24/2013, GP, RX-00001-13
308455, 4716 14TH AVE BROOKLYN NY, 11219, 2020, 1, BM230004X, X, CLOSED, 01/03/2013, 01/24/2013, GP, RX-00001-13
330723, 4901 14TH AVE BROOKLYN NY, 11219, 2020, 2, IU230017OM, OM, OPEN, 09/22/2020, N/A, NONE, MRM2, POINT/WTRPRF/STUCCO, 198548.00, 0, 02/17/2016
330723, 4901 14TH AVE BROOKLYN NY, 11219, 2020, 2, IU230017OM, OM, OPEN, 09/22/2020, N/A, NONE, MRM2, ROOF & RELATED, 33554.00, 0, 02/17/2016
330723, 4901 14TH AVE BROOKLYN NY, 11219, 2020, 2, IU230017OM, OM, OPEN, 09/22/2020, N/A, NONE, MRM2, ELEVATOR UPGRADING, 125000.00, 0, 01/14/2020
305062, 5601 14TH AVE BROOKLYN NY, 11219, 2019, 0, AP230041X, X, CLOSED, 04/24/2012, 04/26/2012, GR, RX-00004-12
328963, 6917 14TH AVE BROOKLYN NY, 11228, 2011, 0, YD230031OM, OM, CLOSED, 04/06/2010, 07/14/2011, GR, RXX-000803-19, BOILER, 14200.00, 14200.00, 05/05/2008
328963, 6917 14TH AVE BROOKLYN NY, 11228, 2011, 0, YD230031OM, OM, CLOSED, 04/06/2010, 07/14/2011, GR, RXX-000803-19, HOT WATER HEATER, 2650.00, 2650.00, 05/05/2008
300523, 280 14TH ST BROOKLYN NY, 11215, 2020, 0, XD230082OM, OM, CLOSED, 04/23/2009, 03/11/2010, GP, RXX-000915-18, NEW ROOF, 18000.00, 18000.00, 05/17/2007
300523, 280 14TH ST BROOKLYN NY, 11215, 2020, 0, XD230082OM, OM, CLOSED, 04/23/2009, 03/11/2010, GP, RXX-000915-18, POINTING, 12480.00, 12480.00, 05/17/2007
300523, 280 14TH ST BROOKLYN NY, 11215, 2020, 0, XD230082OM, OM, CLOSED, 04/23/2009, 03/11/2010, GP, RXX-000915-18, EXTERIOR WORK, 62220.00, 56020.00, 05/17/2007
300523, 280 14TH ST BROOKLYN NY, 11215, 2020, 0, XD230082OM, OM, CLOSED, 04/23/2009, 03/11/2010, GP, RXX-000915-18, BUILDING DOOR, 4650.00, 4650.00, 11/14/2007
300523, 280 14TH ST BROOKLYN NY, 11215, 2020, 0, XD230082OM, OM, CLOSED, 04/23/2009, 03/11/2010, GP, RXX-000915-18, GARBAGE ENCLOSURES, 5000.00, 0.00, 10/26/2007
300523, 280 14TH ST BROOKLYN NY, 11215, 2020, 0, XD230082OM, OM, CLOSED, 04/23/2009, 03/11/2010, GP, RXX-000915-18, INTERCOM PANEL, 2225.00, 0.00, 11/14/2007
315865, 336 14TH ST BROOKLYN NY, 11215, 2020, 0, XK230063OM, OM, CLOSED, 11/19/2009, 08/02/2010, GP, RXX-000922-18, HOT WATER HEATER, 8356.41, 7786.41, 04/07/2009
315865, 336 14TH ST BROOKLYN NY, 11215, 2020, 0, AN230031OM, OM, CLOSED, 02/21/2012, 05/16/2012, GR, ROM-00035-12, VESTBULE/LOBBY DOORS, 14300.00, 14300.00, 08/04/2011
300203, 5205 15TH AVE BROOKLYN NY, 11219, 2019, 0, FX210009X, X, CLOSED, 12/22/2017, 12/22/2017, CW, RX-00006-17
311278, 3623 15TH AVE BROOKLYN NY, 11218, 2017, 0, YK210009OM, OM, CLOSED, 11/02/2010, 04/07/2011, GP, RXX-000803-19, NEW ROOF DOOR, 1029.57, 1000.49, 12/08/2008
322072, 4117 15TH AVE BROOKLYN NY, 11219, 2019, 1, WK230062X, X, CLOSED, 11/24/2008, 01/15/2010, GP, RXX-000811-18
300309, 4701 15TH AVE BROOKLYN NY, 11219, 2020, 1, CV230119X, X, CLOSED, 10/24/2014, 04/03/2015, CW, RX-00002-15
310870, 4815 15TH AVE BROOKLYN NY, 11219, 2020, 3, BR230056X, X, CLOSED, 06/21/2013, 07/16/2013, CW, RX-00006-13
337284, 4910 15TH AVE BROOKLYN NY, 11219, 2020, 2, BU230001X, X, CLOSED, 09/05/2013, 09/05/2013, CW, RX-00006-13
337284, 4910 15TH AVE BROOKLYN NY, 11219, 2020, 2, CV230111X, X, CLOSED, 10/24/2014, 12/09/2014, CW, RTX-0001-14
340186, 5000 15TH AVE BROOKLYN NY, 11219, 2020, 0, CU230024X, X, CLOSED, 09/04/2014, 09/10/2014, CW, RX-00006-14
308539, 5001 15TH AVE BROOKLYN NY, 11219, 2020, 1, XI230035OM, OM, CLOSED, 09/24/2009, 04/19/2010, GR, RXX-000915-18, ELEVATOR CAB, 58800.00, 58800.00, 02/01/2009
352368, 5100 15TH AVE BROOKLYN NY, 11219, 2020, 5, CU230070X, X, CLOSED, 09/12/2014, 09/24/2014, CW, RX-00007-14
326651, 5302 15TH AVE BROOKLYN NY, 11219, 2019, 1, WJ230107OM, OM, CLOSED, 10/07/2008, 03/12/2010, GP, RXX-000922-18, PLUMBING REPIPING, 203849.35, 201565.84, 05/12/2006
326651, 5302 15TH AVE BROOKLYN NY, 11219, 2019, 1, WJ230107OM, OM, CLOSED, 10/07/2008, 03/12/2010, GP, RXX-000922-18, EXTERIOR RESTORATION, 64950.00, 64950.00, 06/16/2006
326651, 5302 15TH AVE BROOKLYN NY, 11219, 2019, 1, WJ230107OM, OM, CLOSED, 10/07/2008, 03/12/2010, GP, RXX-000922-18, ELEVATOR UPGRADING, 53800.00, 53800.00, 03/05/2008
326651, 5302 15TH AVE BROOKLYN NY, 11219, 2019, 1, WJ230107OM, OM, CLOSED, 10/07/2008, 03/12/2010, GP, RXX-000922-18, HALLWAY WINDOWS, 6000.00, 6000.00, 12/06/2006
326651, 5302 15TH AVE BROOKLYN NY, 11219, 2019, 1, WJ230107OM, OM, CLOSED, 10/07/2008, 03/12/2010, GP, RXX-000922-18, MAILBOXES, 3252.00, 0.00, 12/05/2006
308541, 5420 15TH AVE BROOKLYN NY, 11219, 2020, 0, CX230036OM, OM, CLOSED, 12/14/2014, 10/29/2015, GP, ROM-00063-15, BOILER/BURNER, 92000.00, 91233.50, 05/13/2013
308541, 5420 15TH AVE BROOKLYN NY, 11219, 2020, 0, CX230036OM, OM, CLOSED, 12/14/2014, 10/29/2015, GP, ROM-00063-15, HEAT COMPUTER, 5400.00, 5400.00, 10/06/2013
308541, 5420 15TH AVE BROOKLYN NY, 11219, 2020, 0, FX230007X, X, CLOSED, 12/15/2017, 12/18/2017, GR, RX-00006-17
348362, 5501 15TH AVE BROOKLYN NY, 11219, 2020, 0, DX230002OM, OM, CLOSED, 12/04/2015, 04/20/2016, GP, ROM-00038-16, ELEVATOR UPGRADING, 139000.00, 137497.90, 04/28/2015
306547, 5520 15TH AVE BROOKLYN NY, 11219, 2018, 1, CR230016OM, OM, CLOSED, 06/18/2014, 10/22/2014, GP, ROM-00066-14, ELEVATOR UPGRADING, 112226.00, 108763.60, 09/23/2013
306547, 5520 15TH AVE BROOKLYN NY, 11219, 2018, 1, CR230016OM, OM, CLOSED, 06/18/2014, 10/22/2014, GP, ROM-00066-14, CONSULTING ENGINEER, 6500.00, 0.00, 05/08/2013
300046, 5609 15TH AVE BROOKLYN NY, 11219, 2018, 0, ZA230048OM, OM, CLOSED, 01/20/2011, 04/29/2011, GR, RXX-000803-19, BURNER, 39400.00, 39400.00, 02/10/2009
300046, 5609 15TH AVE BROOKLYN NY, 11219, 2018, 0, AR230057X, X, CLOSED, 06/22/2012, 08/24/2012, GP, RX-00009-12
300046, 5609 15TH AVE BROOKLYN NY, 11219, 2018, 0, CN230023X, X, CLOSED, 02/19/2014, 02/27/2014, GR, RX-00003-14
319847, 296 15TH ST BROOKLYN NY, 11215, 2020, 0, FV210019OM, OM, CLOSED, 10/26/2017, 02/01/2018, GR, ROM-00015-18, NEW ROOF, 5300.00, 5300.00, 08/18/2017
342475, 411 15TH ST BROOKLYN NY, 11215, NR, 0, CV210115X, X, CLOSED, 10/24/2014, 01/07/2015, CW, RX-00009-14
315498, 454 15TH ST BROOKLYN NY, 11215, 2019, 1, YB230031OM, OM, CLOSED, 02/10/2010, 09/13/2010, GP, RXX-000922-18, BOILER, 17918.17, 13600.00, 08/28/2008
138418, 7213 16TH AVE BROOKLYN NY, 11204, 1984, 0, YG220052OM, OM, CLOSED, 07/20/2010, 03/11/2011, GP, RXX-000803-19, BOILER & HEATER, 9000.00, 7725.00, 10/28/2008
138418, 7213 16TH AVE BROOKLYN NY, 11204, 1984, 0, YJ230028OM, OM, CLOSED, 10/22/2010, 10/11/2011, DE, RXA-000810-19, CHIMNEY, 2500.00, 0, 04/05/2010
